,carat,cut,color,clarity,depth,table,price
509,1.51,Very Good,D,VS2,62.3,59.0,14112
510,0.22,Premium,F,SI1,60.4,61.0,342
511,1.03,Ideal,I,VS1,60.9,56.0,5206
512,0.78,Premium,F,SI2,62.8,56.0,2200
513,0.8,Very Good,H,VS2,63.4,60.0,2797
514,2.22,Fair,H,I1,70.1,55.0,6564
515,0.7,Ideal,F,VS1,61.0,58.0,3162
516,0.54,Ideal,F,VVS2,62.0,55.0,2454
517,0.5,Very Good,E,SI1,63.3,59.0,1415
518,0.93,Good,G,SI1,58.8,61.0,4405
519,0.52,Ideal,E,VS2,61.3,55.0,1712
520,0.56,Ideal,G,SI1,62.3,53.0,1591
521,0.72,Ideal,H,VVS1,60.8,58.0,3180
522,0.73,Ideal,D,VS2,61.6,56.0,3464
523,1.15,Premium,G,SI1,62.6,58.0,5851
524,0.3,Premium,G,SI1,60.1,62.0,574
525,0.66,Good,G,VS1,59.0,62.0,2055
526,0.35,Very Good,H,VVS1,62.6,57.0,798
527,1.2,Very Good,H,I1,58.6,57.0,3696
528,0.35,Ideal,F,VS1,62.8,54.0,754
529,0.41,Ideal,E,VS1,61.7,57.0,1153
530,0.97,Good,I,VS2,64.5,61.0,4355
531,0.91,Ideal,F,SI2,62.0,56.0,4642
532,0.57,Ideal,G,VS1,61.3,56.0,1851
533,0.3,Ideal,G,VVS1,61.7,57.0,764
534,0.32,Ideal,G,VS2,61.8,57.0,561
535,0.9,Very Good,F,SI1,61.4,58.0,4379
536,0.41,Good,D,SI1,63.8,56.0,947
537,1.27,Premium,I,VS1,62.2,59.0,6532
538,0.92,Very Good,F,SI2,62.9,58.0,3763
539,0.71,Ideal,E,VS2,61.8,57.0,3301
540,1.09,Premium,H,VS2,62.3,57.0,5993
541,0.55,Very Good,E,VS2,61.6,60.0,1719
542,0.31,Ideal,G,VS1,62.1,55.0,625
543,1.02,Ideal,F,SI2,61.8,57.0,4832
544,0.41,Ideal,F,VS1,61.9,55.0,1007
545,0.9,Ideal,F,I1,61.8,57.0,2611
546,1.24,Ideal,F,VVS2,62.0,57.0,12059
547,0.9,Premium,E,SI2,60.8,60.0,3662
548,1.15,Good,F,SI2,63.8,57.0,4437
549,1.74,Ideal,H,VS2,61.5,55.0,13761
550,0.28,Very Good,F,VS2,62.7,58.0,487
551,0.9,Very Good,H,SI2,62.9,57.0,3160
552,1.57,Premium,G,SI1,59.5,58.0,10914
553,0.25,Ideal,G,VS1,62.5,55.0,454
554,1.29,Ideal,J,SI1,61.6,58.0,5607
555,0.41,Premium,E,VVS1,61.2,62.0,1241
556,0.35,Ideal,E,VS2,62.4,57.0,767
557,0.85,Ideal,E,SI1,60.7,57.0,4181
558,0.24,Ideal,H,VVS1,60.7,57.0,504
559,1.15,Ideal,F,VVS2,62.1,55.0,8743
560,0.9,Premium,G,VS2,61.7,57.0,4637
561,1.24,Ideal,J,SI1,61.8,57.0,4875
562,0.51,Very Good,H,VS1,62.3,57.0,1628
563,1.21,Very Good,H,VS2,62.9,57.0,6189
564,0.7,Good,G,SI1,64.0,55.0,2016
565,0.9,Very Good,D,SI1,63.3,57.0,4304
566,0.36,Premium,G,SI2,60.8,58.0,608
567,1.02,Premium,H,I1,62.5,60.0,3199
568,1.21,Ideal,H,VS2,62.9,57.0,6302
569,1.69,Premium,I,I1,62.4,60.0,6436
570,0.32,Ideal,G,VS2,61.6,57.0,561
571,0.5,Ideal,G,SI1,62.2,56.0,1173
572,0.7,Very Good,H,VS2,62.3,56.0,2276
573,0.72,Very Good,E,SI1,57.9,58.0,2610
574,0.75,Ideal,G,VS1,62.3,57.0,2973
575,1.0,Premium,E,SI2,59.9,55.0,3612
576,0.34,Ideal,E,VVS1,62.0,56.0,1084
577,0.34,Ideal,I,VS1,62.0,56.0,555
578,0.49,Good,F,VS1,58.5,61.5,1294
579,2.24,Ideal,F,SI2,60.3,59.0,17989
580,2.02,Very Good,I,SI2,63.3,59.0,11390
581,0.5,Very Good,E,VS2,63.4,58.0,1583
582,0.61,Ideal,E,VS2,59.7,57.0,2115
583,0.59,Premium,F,SI1,62.4,59.0,1561
584,1.01,Fair,E,VS2,64.8,59.0,4972
585,0.7,Very Good,F,SI1,63.2,57.0,2423
586,1.03,Premium,I,SI1,62.0,58.0,3749
587,0.72,Ideal,D,SI2,62.7,55.0,2670
588,0.34,Ideal,H,VS1,62.4,55.0,615
589,0.32,Ideal,G,VS1,61.8,55.0,559
590,0.62,Ideal,G,VVS2,61.6,56.0,2861
591,1.51,Very Good,E,SI2,62.8,59.0,9058
592,1.04,Very Good,F,SI2,60.0,61.0,4427
593,1.25,Premium,I,SI1,59.7,59.0,5293
594,0.3,Ideal,F,VVS1,62.4,57.0,790
595,0.71,Very Good,G,VS2,63.5,57.0,2454
596,0.3,Ideal,G,IF,62.1,55.0,956
597,0.72,Very Good,G,VS1,60.1,63.0,3024
598,0.35,Premium,E,VS2,60.4,60.0,767
599,0.38,Premium,E,VS2,62.2,59.0,1112
600,0.33,Ideal,D,VS2,62.5,56.0,781
601,1.1,Premium,H,SI2,59.2,59.0,3388
602,0.33,Very Good,E,SI1,63.1,56.0,693
603,1.0,Very Good,G,VS2,63.5,59.0,5967
604,0.3,Very Good,H,SI1,60.8,61.0,421
605,1.01,Very Good,D,SI1,61.5,61.0,5542
606,1.5,Very Good,H,SI2,62.3,60.0,7775
607,0.39,Ideal,F,VVS2,61.6,55.0,988
608,0.41,Ideal,D,VS2,61.5,57.0,1007
609,0.3,Ideal,G,VS1,61.5,57.0,605
610,1.2,Premium,H,SI1,61.8,58.0,5669
611,0.41,Ideal,E,SI2,61.8,54.0,625
612,0.38,Ideal,E,VS2,60.1,56.0,866
613,0.51,Ideal,D,SI1,62.6,57.0,1619
614,0.73,Very Good,F,SI2,61.7,60.0,2624
615,0.33,Ideal,F,VVS1,61.8,57.0,955
616,1.52,Good,J,VS2,63.5,58.0,7370
617,1.05,Very Good,E,VS2,63.5,57.0,6586
618,2.0,Premium,I,VS1,60.8,59.0,18795
619,1.13,Ideal,H,VVS2,59.7,59.0,7108
620,0.53,Ideal,E,VS2,61.4,56.0,1813
621,0.23,Good,F,VVS1,58.1,52.0,458
622,0.3,Fair,F,SI1,64.6,56.0,599
623,0.72,Very Good,E,SI1,62.5,58.0,2618
624,1.0,Fair,E,SI2,65.1,59.0,3575
625,1.01,Ideal,D,SI2,61.6,57.0,5051
626,0.4,Premium,D,VS2,61.7,59.0,982
627,1.21,Premium,G,SI2,60.3,58.0,5430
628,1.51,Ideal,F,VS2,62.4,53.0,15688
629,0.41,Premium,E,SI1,61.8,60.0,904
630,0.9,Very Good,J,SI1,63.4,54.0,2834
631,0.53,Premium,H,SI1,60.9,60.0,1193
632,0.5,Ideal,G,VVS1,62.1,53.5,1865
633,2.0,Very Good,E,SI1,60.5,59.0,18709
634,0.35,Ideal,G,IF,60.7,57.0,959
635,0.3,Ideal,H,VVS1,62.2,55.0,665
636,1.19,Premium,H,VS1,62.4,59.0,7277
637,0.7,Premium,E,SI2,62.8,59.0,2475
638,0.32,Ideal,E,VS2,62.0,55.0,702
639,1.32,Ideal,G,SI1,61.9,57.0,7414
640,1.22,Ideal,E,SI2,62.7,57.0,6343
641,0.32,Ideal,D,VS2,61.3,57.0,713
642,1.87,Ideal,H,VS1,59.7,60.0,17761
643,0.32,Premium,G,VS2,62.3,58.0,720
644,1.01,Very Good,D,SI1,61.8,58.0,5812
645,0.32,Ideal,J,VS2,62.2,57.0,504
646,1.51,Premium,I,VS1,62.3,60.0,9467
647,0.39,Premium,H,VS1,61.7,57.0,1009
648,0.33,Ideal,E,VVS1,61.5,56.0,1052
649,0.32,Premium,I,VVS2,60.7,59.0,561
650,1.08,Ideal,J,SI1,62.1,55.0,4633
651,1.01,Premium,E,VS2,59.3,59.0,5882
652,0.57,Very Good,G,VS1,61.0,55.0,1817
653,1.02,Ideal,F,VS1,62.0,57.0,8637
654,1.01,Ideal,E,VVS2,61.4,56.0,10283
655,1.01,Very Good,G,VS2,61.6,56.0,5839
656,0.4,Premium,D,VS2,62.4,59.0,982
657,1.1,Ideal,H,SI2,62.6,56.0,4620
658,0.63,Very Good,G,VS1,59.9,57.0,2241
659,0.76,Premium,I,VS1,59.3,62.0,2753
660,1.01,Good,G,SI1,62.8,58.0,4641
661,1.01,Premium,E,VS2,62.5,58.0,6606
662,0.3,Ideal,E,VS2,61.2,55.0,844
663,0.54,Ideal,G,VS1,60.7,57.0,2274
664,0.55,Premium,E,VS2,62.3,60.0,2030
665,2.3,Ideal,G,SI2,61.6,57.0,15433
666,1.02,Premium,G,SI1,62.2,58.0,4435
667,0.31,Ideal,I,VS2,62.1,53.7,447
668,1.27,Very Good,J,SI1,60.9,59.0,5224
669,0.3,Premium,G,SI1,61.6,59.0,574
670,0.9,Very Good,H,VS2,63.0,57.0,4381
671,0.41,Very Good,D,SI1,62.9,58.0,791
672,0.3,Ideal,F,VS2,62.0,53.7,601
673,1.52,Fair,I,SI2,64.7,58.0,6905
674,0.74,Very Good,I,SI1,63.8,58.0,2352
675,1.05,Ideal,H,SI1,62.5,56.0,5027
676,0.37,Ideal,G,IF,62.1,54.0,1056
677,0.3,Good,H,VVS1,63.3,55.0,684
678,1.24,Ideal,F,VS2,62.0,57.0,9478
679,0.34,Very Good,F,VVS2,59.6,60.0,724
680,0.3,Ideal,G,IF,61.0,56.0,844
681,1.02,Very Good,J,SI2,63.4,56.0,3599
682,0.32,Ideal,D,VVS2,62.2,56.0,1014
683,0.67,Premium,G,VS2,61.0,57.0,2050
684,0.7,Very Good,E,SI1,59.1,62.0,2569
685,0.53,Very Good,E,VS2,63.5,59.0,1678
686,0.7,Very Good,E,VS1,63.4,62.0,2695
687,1.05,Premium,G,VS1,61.6,58.0,7063
688,0.9,Premium,H,VS2,60.4,59.0,4246
689,1.02,Ideal,G,VS1,61.0,57.0,7324
690,0.7,Premium,H,SI1,62.0,58.0,2155
691,1.03,Ideal,G,SI1,60.1,59.0,5111
692,0.39,Ideal,H,VVS2,61.9,54.0,911
693,0.5,Ideal,G,VVS2,62.8,57.0,1858
694,1.51,Ideal,G,SI2,61.2,56.1,9104
695,1.27,Ideal,E,VS2,61.8,55.0,6543
696,1.53,Ideal,G,SI1,60.1,57.0,10947
697,0.91,Very Good,J,VS2,61.6,58.0,3112
698,0.35,Ideal,D,SI1,61.5,56.0,780
699,1.04,Ideal,H,SI2,59.6,56.0,4077
700,0.65,Ideal,E,IF,62.3,56.0,4184
701,0.4,Ideal,D,VVS2,62.0,56.0,1323
702,0.43,Very Good,G,VS1,60.9,57.0,943
703,0.52,Ideal,E,VS2,61.5,56.0,1694
704,1.09,Very Good,I,SI1,63.2,59.0,4639
705,0.54,Ideal,G,VS1,61.6,56.0,1957
706,0.9,Good,H,I1,57.4,63.0,1939
707,1.73,Ideal,J,VS2,63.0,57.0,10076
708,1.7,Very Good,H,VS2,63.3,58.0,12833
709,1.05,Premium,F,SI1,60.3,60.0,5557
710,0.34,Very Good,E,SI1,63.2,55.0,765
711,0.3,Ideal,E,VS1,61.6,57.0,936
712,0.8,Very Good,F,VS2,62.1,60.0,3471
713,0.74,Ideal,F,SI2,60.6,57.0,2555
714,0.37,Ideal,F,VS1,61.7,56.0,1041
715,0.9,Very Good,I,VS2,62.3,64.0,3605
716,0.7,Premium,F,SI1,61.6,55.0,2348
717,0.52,Ideal,I,SI1,61.8,54.0,1094
718,0.56,Ideal,H,SI1,61.8,55.0,1214
719,0.33,Ideal,F,IF,61.2,56.0,1240
720,0.55,Ideal,F,VS2,60.9,56.0,1709
721,0.41,Ideal,E,IF,62.1,54.0,1419
722,1.21,Premium,H,VS2,61.5,58.0,6710
723,0.6,Premium,G,VVS2,59.7,60.0,2105
724,0.82,Ideal,G,VS1,61.9,54.0,3880
725,0.71,Very Good,E,SI2,61.9,63.0,2256
726,0.7,Premium,F,VVS2,61.0,57.0,2932
727,0.32,Ideal,E,VVS2,61.5,57.0,1080
728,1.46,Ideal,G,VS2,62.3,56.0,10302
729,0.32,Ideal,F,SI1,60.6,57.0,604
730,0.34,Ideal,F,VS2,61.0,57.0,686
731,0.35,Premium,I,VS2,62.9,57.0,630
732,0.79,Ideal,I,VS1,62.2,57.0,2958
733,1.54,Premium,G,VS2,63.0,59.0,11815
734,0.73,Very Good,G,VS1,60.7,55.0,3011
735,0.5,Premium,G,SI2,62.5,57.0,1000
736,0.52,Very Good,H,SI1,62.6,55.0,1111
737,0.4,Ideal,I,IF,62.8,54.0,1053
738,0.52,Ideal,G,VS1,61.6,56.0,1722
739,0.31,Ideal,H,VS1,62.4,55.0,698
740,0.31,Ideal,E,SI1,61.5,55.0,660
741,0.33,Ideal,I,VS2,62.4,56.0,463
742,0.41,Ideal,F,SI1,61.6,57.0,904
743,0.42,Ideal,G,VVS1,62.8,55.0,1245
744,1.03,Good,E,SI2,63.8,62.0,4250
745,0.4,Ideal,F,VVS2,62.4,56.0,1163
746,0.9,Very Good,I,VS2,59.9,58.0,3709
747,1.04,Ideal,H,VS2,62.2,57.0,6133
748,1.23,Ideal,H,VS2,62.2,55.0,7260
749,1.71,Premium,G,SI2,60.9,58.0,11351
750,0.81,Very Good,H,SI1,59.1,57.0,2562
751,0.71,Very Good,F,VS1,61.8,60.0,3017
752,0.43,Premium,I,IF,61.2,58.0,1056
753,0.26,Very Good,D,VVS2,62.8,60.0,554
754,0.5,Good,G,SI2,63.8,57.0,1009
755,0.71,Very Good,D,VS2,62.8,56.0,3045
756,0.3,Ideal,G,SI2,60.6,56.0,405
757,1.01,Very Good,I,SI1,60.3,57.0,3888
758,1.57,Ideal,E,VS2,62.3,57.0,16570
759,2.64,Ideal,H,SI2,62.3,55.0,17407
760,0.31,Very Good,D,VS2,62.3,55.0,734
761,1.3,Premium,G,VS2,62.2,58.0,8854
762,1.02,Good,D,VS1,64.6,58.0,6797
763,2.0,Ideal,F,SI2,62.9,56.0,17534
764,0.3,Good,G,VVS2,63.6,57.0,878
765,1.5,Premium,G,VS1,62.7,58.0,14234
766,0.33,Ideal,G,VS2,62.6,57.0,743
767,1.53,Ideal,G,SI1,62.4,57.0,11230
768,0.3,Premium,E,SI1,60.6,58.0,675
769,0.54,Very Good,F,SI1,64.0,59.0,1314
770,0.34,Ideal,G,VVS2,61.6,56.0,775
771,0.31,Ideal,D,SI1,62.3,55.0,732
772,0.4,Ideal,D,VS2,60.4,56.0,1050
773,0.56,Very Good,G,VS2,62.5,57.0,1580
774,1.01,Very Good,F,SI2,63.4,54.0,4270
775,1.04,Ideal,G,VS1,61.8,56.0,7467
776,0.54,Ideal,G,VS1,61.8,56.0,1724
777,2.14,Very Good,E,SI2,61.5,58.0,18125
778,0.27,Very Good,E,VVS2,60.9,58.0,620
779,1.52,Ideal,F,SI1,62.2,56.0,12183
780,0.71,Good,H,SI1,63.5,57.0,2096
781,1.31,Ideal,H,VS2,61.8,57.0,8261
782,0.31,Ideal,D,VS2,62.2,54.0,942
783,0.7,Very Good,H,SI1,63.5,57.0,2106
784,0.33,Premium,E,VVS1,59.7,58.0,1052
785,1.32,Ideal,I,VVS1,61.0,56.0,8501
786,0.39,Very Good,J,VS1,63.5,58.0,790
787,0.72,Very Good,E,VVS1,61.2,58.0,3903
788,1.62,Premium,G,VS2,62.3,58.0,13578
789,1.5,Premium,F,VS1,62.2,60.0,15708
790,1.23,Ideal,H,VVS2,61.6,57.0,8509
791,0.4,Very Good,E,VS1,62.9,56.0,959
792,0.58,Ideal,G,SI1,61.5,56.0,1690
793,1.72,Ideal,J,SI1,62.0,57.0,8900
794,0.3,Very Good,G,VS1,62.9,60.0,605
795,0.9,Very Good,I,SI1,61.7,58.0,3274
796,1.14,Premium,H,SI2,60.6,59.0,4702
797,1.02,Ideal,F,VVS2,61.1,56.3,9521
798,0.91,Premium,D,SI2,62.3,57.0,3781
799,0.53,Ideal,E,SI1,60.9,57.0,1769
800,2.33,Premium,H,I1,60.7,58.0,8220
801,0.3,Ideal,H,VS2,61.7,56.0,491
802,0.72,Very Good,G,SI1,62.5,60.0,2488
803,0.41,Ideal,E,SI2,62.8,57.0,876
804,2.03,Good,I,SI1,62.7,61.0,15339
805,1.5,Ideal,H,VS2,62.3,56.0,10920
806,1.03,Premium,G,SI2,63.0,60.0,3824
807,0.33,Ideal,D,SI2,62.0,57.0,492
808,0.5,Very Good,G,SI1,62.6,56.0,1197
809,1.06,Ideal,G,VS1,61.7,55.0,8093
810,1.35,Premium,J,VS2,60.5,56.0,6254
811,0.32,Ideal,F,IF,61.2,56.0,1204
812,1.2,Good,E,SI1,59.9,64.0,6653
813,0.3,Premium,D,SI1,61.0,60.0,709
814,0.56,Ideal,F,VVS2,62.3,54.0,2281
815,0.77,Very Good,I,VS2,62.4,63.0,2054
816,0.32,Ideal,D,VS2,62.2,56.0,758
817,0.9,Good,F,SI2,63.2,56.0,3318
818,0.38,Ideal,F,SI1,60.4,57.0,844
819,0.7,Premium,I,VVS2,60.1,59.0,2352
820,0.7,Fair,G,I1,66.7,55.0,956
821,1.21,Premium,I,VS2,62.3,58.0,5962
822,0.71,Good,G,VS2,64.1,56.0,2258
823,0.53,Very Good,D,SI1,61.2,54.0,1576
824,0.42,Premium,F,VS2,60.1,61.0,1013
825,0.3,Very Good,I,VVS1,62.8,59.0,552
826,0.33,Premium,H,SI1,63.0,58.0,610
827,0.51,Very Good,E,IF,63.3,58.0,2925
828,0.54,Ideal,I,SI1,62.3,55.0,1586
829,0.59,Very Good,F,SI1,61.4,58.0,1595
830,1.01,Good,G,SI1,64.2,56.0,4138
831,0.55,Very Good,H,VVS1,61.1,57.0,1881
832,0.72,Ideal,H,VVS1,61.8,56.0,3708
833,0.41,Ideal,H,IF,62.9,54.0,1243
834,0.32,Ideal,D,SI1,62.5,54.0,589
835,0.3,Premium,G,IF,60.0,59.0,895
836,1.16,Ideal,D,SI2,62.1,54.0,5898
837,1.05,Very Good,E,VS1,59.8,59.0,7666
838,1.0,Very Good,G,VS2,62.9,56.0,5702
839,1.21,Ideal,F,SI1,61.2,59.0,7349
840,0.83,Ideal,H,VS2,61.3,54.0,3027
841,1.5,Very Good,D,SI2,63.1,56.0,9783
842,0.51,Very Good,E,SI2,61.6,57.0,1195
843,1.55,Ideal,F,VS2,61.8,54.0,15426
844,0.34,Ideal,E,VVS1,62.2,56.0,1014
845,1.5,Very Good,D,VS2,62.4,59.0,13287
846,0.31,Ideal,E,VS2,62.0,56.0,680
847,0.9,Very Good,G,SI1,62.0,61.0,3734
848,1.11,Ideal,F,VS2,61.6,57.0,7740
849,1.5,Ideal,I,SI1,62.3,55.0,8736
850,0.31,Ideal,G,VVS1,62.0,53.0,789
851,0.32,Premium,G,VS2,62.5,60.0,720
852,0.31,Premium,F,SI1,62.7,58.0,663
853,0.35,Very Good,F,IF,62.0,54.0,1027
854,0.51,Premium,G,VS1,62.3,58.0,1656
855,1.5,Good,G,SI1,60.2,61.0,9892
856,1.03,Ideal,F,SI1,61.3,57.0,5378
857,0.8,Very Good,H,SI1,62.3,59.0,2670
858,1.02,Ideal,E,SI2,62.1,55.0,4798
859,1.36,Premium,I,VS1,62.0,59.0,7592
860,1.0,Good,I,SI1,58.0,58.0,4273
861,0.32,Ideal,I,VVS1,61.9,55.0,589
862,0.36,Ideal,G,SI1,61.1,55.0,571
863,0.9,Good,G,SI1,63.8,61.0,3774
864,0.59,Ideal,G,VVS2,61.0,57.0,2131
865,1.01,Very Good,H,SI1,62.5,58.0,4306
866,1.01,Ideal,H,SI1,62.3,59.0,4876
867,0.41,Ideal,D,VS1,61.0,57.0,1151
868,1.36,Premium,J,VS2,58.4,59.0,6157
869,2.57,Premium,D,SI2,58.9,58.0,17924
870,1.02,Good,F,SI2,59.2,58.0,4356
871,0.53,Premium,G,SI1,61.3,58.0,1273
872,0.72,Ideal,F,VS2,61.8,56.0,3564
873,1.11,Very Good,H,VS2,62.4,58.0,5450
874,0.36,Ideal,H,IF,61.9,57.0,947
875,1.39,Premium,J,VS1,60.8,58.0,7239
876,0.71,Ideal,D,SI2,61.9,56.0,2452
877,0.71,Ideal,D,SI2,61.6,55.0,2767
878,0.5,Fair,G,VS1,60.3,66.0,1327
879,0.5,Ideal,H,SI1,61.9,56.0,1446
880,1.01,Very Good,D,SI2,61.8,57.0,4260
881,1.51,Good,J,VS1,60.6,55.0,7848
882,0.43,Ideal,F,IF,60.9,57.0,1580
883,0.61,Good,F,VS1,61.9,60.0,2076
884,0.74,Premium,E,SI2,59.1,60.0,2553
885,1.01,Premium,E,SI2,61.8,61.0,3801
886,1.51,Premium,G,SI1,62.5,60.0,10235
887,0.53,Very Good,F,SI1,60.9,60.0,1322
888,1.01,Very Good,G,VS2,62.5,57.0,5679
889,0.72,Premium,F,SI1,59.3,60.0,2030
890,1.09,Ideal,H,VS2,61.5,54.0,5732
891,1.5,Ideal,I,I1,61.8,57.0,5412
892,0.39,Premium,G,VS2,60.4,61.0,942
893,1.1,Ideal,F,VVS2,61.2,56.0,9641
894,0.7,Ideal,H,SI1,61.8,53.0,2499
895,0.9,Good,D,VS2,57.7,61.0,4717
896,0.41,Premium,G,VS2,61.0,56.0,1061
897,0.41,Premium,E,SI2,61.7,58.0,953
898,2.07,Premium,H,SI2,59.6,60.0,11094
899,0.3,Very Good,E,SI1,61.7,56.0,526
900,2.02,Premium,I,SI2,59.4,59.0,14341
901,0.29,Premium,I,VS2,62.4,58.0,429
902,0.81,Very Good,G,SI1,62.3,59.0,3095
903,0.31,Ideal,D,VS2,61.7,55.0,734
904,1.42,Ideal,H,SI1,62.0,56.0,8529
905,1.5,Very Good,D,SI1,63.4,58.0,11352
906,1.0,Premium,H,VS2,58.9,56.0,4514
907,0.8,Very Good,E,SI2,62.9,54.0,2715
908,0.52,Ideal,G,VS1,60.4,57.0,1887
909,0.71,Premium,G,VS2,63.0,54.0,2443
910,0.91,Good,F,SI1,64.4,60.0,3994
911,0.7,Good,I,I1,63.9,62.0,1111
912,0.31,Good,D,SI1,63.4,55.0,571
913,0.31,Ideal,F,VS2,61.6,55.0,802
914,0.9,Premium,H,VVS1,62.3,59.0,4890
915,0.52,Ideal,D,SI1,61.8,57.0,1720
916,1.76,Very Good,H,SI1,63.0,63.0,9336
917,0.61,Good,F,SI2,62.5,65.0,3807
918,1.01,Ideal,G,VS2,61.9,58.0,6449
919,0.41,Ideal,F,VVS2,61.9,55.0,1115
920,2.17,Premium,D,SI2,62.2,59.0,16472
921,0.55,Very Good,G,VS1,62.0,57.0,1786
922,2.01,Very Good,I,VS2,62.5,61.0,15675
923,0.61,Ideal,E,VS2,61.3,55.0,2373
924,0.54,Very Good,G,SI1,60.4,56.0,1404
925,1.43,Fair,E,SI2,66.0,57.0,6086
926,1.9,Premium,F,SI2,62.9,61.0,12812
927,0.53,Ideal,G,VS1,61.9,55.0,1695
928,0.4,Premium,F,VVS2,60.8,59.0,1088
929,0.4,Good,F,VS1,63.0,62.0,883
930,1.18,Ideal,H,SI1,61.4,55.0,6013
931,0.88,Ideal,F,SI2,62.2,56.0,3619
932,0.7,Ideal,E,SI1,61.7,55.0,2745
933,0.42,Premium,G,VS2,62.0,58.0,847
934,1.01,Ideal,G,SI1,63.0,57.0,5555
935,0.32,Ideal,F,VVS1,60.3,57.0,912
936,1.3,Premium,J,SI1,61.0,59.0,5569
937,0.4,Ideal,F,VVS1,61.7,57.0,1206
938,0.8,Good,G,SI1,63.9,57.0,2650
939,1.36,Good,E,SI2,58.0,64.0,6397
940,0.8,Ideal,H,SI2,62.4,57.0,2122
941,0.9,Premium,F,SI2,61.5,61.0,3507
942,0.6,Ideal,F,VVS2,61.8,57.0,2298
943,0.4,Premium,H,VS1,62.6,58.0,1035
944,1.03,Very Good,D,VS2,63.3,57.0,7102
945,1.14,Ideal,F,I1,61.7,57.0,3824
946,0.38,Ideal,D,VVS2,61.5,57.0,1257
947,0.4,Very Good,F,VS1,61.5,59.0,982
948,0.24,Ideal,E,VVS1,60.9,56.0,752
949,0.41,Ideal,G,VVS1,61.8,55.0,1000
950,0.31,Ideal,F,VVS1,62.0,54.0,840
951,0.31,Very Good,D,SI1,63.4,58.0,732
952,0.53,Good,F,SI1,63.8,58.0,1363
953,1.72,Good,J,SI2,63.2,57.0,7741
954,0.4,Very Good,G,VVS1,60.7,55.0,1066
955,0.5,Premium,F,SI1,62.5,59.0,1409
956,0.3,Ideal,D,VS2,62.3,54.0,710
957,0.8,Ideal,D,VS2,61.0,57.0,4170
958,0.73,Ideal,E,VS2,61.6,56.0,3429
959,0.31,Very Good,H,SI1,61.0,61.0,435
960,0.5,Ideal,E,VS1,62.4,58.0,1678
961,0.52,Premium,H,SI1,62.6,55.0,1219
962,0.51,Premium,F,SI2,62.3,62.0,956
963,0.73,Ideal,G,SI1,60.6,57.0,3089
964,1.02,Very Good,G,VS1,61.9,58.0,6694
965,1.0,Good,F,VS2,63.2,59.0,6183
966,0.58,Ideal,E,VS1,60.6,57.0,2192
967,0.9,Very Good,H,SI2,61.5,59.0,3208
968,0.71,Fair,G,SI1,65.5,55.0,2300
969,1.2,Premium,G,SI1,62.2,58.0,5154
970,0.23,Ideal,G,VVS1,60.8,57.0,536
971,0.57,Very Good,E,VS1,62.9,57.0,1883
972,1.01,Very Good,F,SI1,63.5,57.0,5713
973,1.01,Ideal,I,SI2,61.9,55.0,3733
974,1.52,Very Good,F,VS1,63.8,56.0,15819
975,1.22,Premium,F,SI2,62.5,57.0,5794
976,0.4,Ideal,E,SI2,61.0,58.0,629
977,0.56,Ideal,J,SI1,61.8,58.0,1119
978,0.39,Premium,J,VS2,61.3,60.0,581
979,0.74,Ideal,F,VS2,61.9,57.0,3454
980,1.36,Ideal,G,VS1,61.0,56.0,10455
981,1.5,Ideal,E,SI1,62.0,55.0,11385
982,1.16,Ideal,G,IF,62.0,57.0,10082
983,0.71,Ideal,D,SI2,62.0,54.0,2934
984,1.06,Premium,F,SI2,62.4,58.0,4452
985,0.32,Premium,I,VS2,62.2,59.0,576
986,0.39,Ideal,F,VS1,62.3,57.0,1024
987,1.2,Good,E,SI1,64.0,61.0,7096
988,0.45,Ideal,G,IF,62.8,53.0,1377
989,0.43,Ideal,F,VVS2,61.4,56.0,1093
990,0.72,Very Good,D,VS2,62.9,58.0,3493
991,0.31,Ideal,G,VS1,61.9,55.0,583
992,0.71,Premium,F,SI1,61.6,57.0,2381
993,0.7,Very Good,F,VS2,61.6,58.0,2362
994,0.73,Very Good,G,SI2,62.6,56.0,1986
995,0.37,Ideal,H,VVS1,62.0,53.0,815
996,1.06,Very Good,E,SI1,63.7,55.0,5445
997,0.32,Ideal,E,VS2,61.4,56.0,702
998,1.04,Premium,F,VS2,61.9,58.0,6908
999,2.08,Ideal,H,SI1,61.7,58.0,17469
1000,0.35,Ideal,F,VS2,60.5,57.0,906
1001,2.32,Fair,H,I1,70.5,55.0,6860
1002,0.31,Good,F,SI1,63.5,56.0,516
1003,1.4,Ideal,J,SI1,62.7,57.0,6139
1004,2.01,Premium,H,SI1,58.2,62.0,16287
1005,2.24,Ideal,I,SI2,62.1,57.0,15852
1006,0.75,Very Good,E,VS2,60.4,56.0,3817
1007,0.7,Ideal,I,SI1,60.8,59.0,2083
1008,0.34,Ideal,H,VS2,60.4,57.0,555
1009,1.51,Ideal,E,VS2,61.1,57.0,13157
1010,0.72,Ideal,H,VS2,62.3,52.0,2548
1011,1.29,Ideal,G,VS2,62.9,57.0,7080
1012,2.04,Premium,H,SI1,60.6,61.0,12454
1013,0.52,Ideal,G,VVS2,61.5,56.0,2012
1014,0.71,Premium,G,SI1,62.8,61.0,2215
1015,0.38,Premium,I,VS2,62.5,58.0,633
1016,0.31,Good,H,VS1,64.0,59.0,698
1017,0.31,Very Good,E,SI1,62.7,58.0,544
